section,group_or_category,priority,term_or_phrase,why_important,recommended_response_style,source
vulnerability_signal_group,mental_health_or_cognitive,,lacks understanding,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,mental health,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,depression,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,anxiety,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,stress,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,bipolar,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,PTSD,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,ADHD,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,autism,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,therapist,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,disorientated,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,medication,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,overwhelmed,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,mental health crisis,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,mental_health_or_cognitive,,stressed,"Customer may have reduced resilience, reduced understanding, or need a slower and more supportive approach.","Use simple language, repeat key information, check understanding, and ask whether any support or reasonable adjustments would help.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,terminal,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,cancer,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,injury,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,death,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,diagnosis,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,long term sick,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,rehabilitation,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,chronic pain,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,mobility issues,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,funeral,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,grieving,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,child unwell,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,bereavement,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,illness,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,health_bereavement_or_life_event,,surgery,"Customer circumstances may be materially affected by illness, bereavement, injury, or major life disruption.","Acknowledge the situation, avoid unnecessary probing, offer flexibility, and reduce pressure while still explaining options clearly.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,can't afford,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,no money left,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,skip meals,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,heating or eating,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,financial difficulties,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,job loss,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,foodbank,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,overdrawn,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,no money,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,no income,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,rent arrears,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,overcommitted,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,financial difficulty,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,financial trouble,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,between jobs,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,priority bills,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,priority debts,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,zero disposable income,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,negative budget,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,energy arrears,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,council tax arrears,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,mortgage arrears,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,utility bills,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,cutoff notice,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,disconnection notice,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,redundancy,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,financial_hardship_and_basic_needs,,made redundant,Customer may be unable to maintain payments without harming essential living costs or priority commitments.,"Explore affordability first, discuss priority bills, consider smaller payments or holds, and avoid unaffordable commitments.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,homeless,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,sofa surfing,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,eviction,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,temporary accommodation,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,zero hours contract,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,casual work,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,housing_or_stability_risk,,gig economy,Customer may be experiencing housing instability or other major life disruption that affects their ability to engage normally.,"Use a supportive and practical approach, avoid pressure, and focus on stability and realistic next steps.",config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,complaint,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,threaten,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,i've had enough,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,multiple payment option offering,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,plan implementation,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,spare money utilization,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,online payment facilitation,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,default notice,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,court action,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,bailiff,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,debt collector,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,enforcement,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,legal action,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,bankruptcy,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,choosing between,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,struggling,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,unable to pay,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,late payment,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,refund,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,collection,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,signed off,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,breathing space,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,disabilities,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,sicknote,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,bailiffs,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,CCJ,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,divorce,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,antidepressants,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,debt management,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,step change,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,unexpected expense,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,battling,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,owe money,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,bust,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,car trouble,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,DRO,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,relief,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,IVA,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,individual voluntary arrangement,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,debt management plan,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,DMP,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,credit file,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,credit rating,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,credit score,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,payment arrangement,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,payment plan,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,reduced payments,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,payment holiday,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,account on hold,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,breathing space scheme,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,income and expenditure,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,I&E form,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,expenditure form,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,financial assessment,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,no disposable income,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,priority creditor,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,self employed struggling,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,manager,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,write off,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,deaf,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,blind,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,disabled,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,unemployed,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,feeling low,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,side effects,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,drug,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,addiction,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
